32.8726	-10.7894	-17.5159
-6.39606	-10.4665	10.058
12.7475	-5.29997	4.70405
-7.42532	16.018	4.03829
-7.99321	-11.5514	-15.0565
-26.8791	-20.9677	-13.9408
17.3848	16.2518	-2.37373
11.1329	17.7789	-30.8543
27.5532	11.6908	-11.2355
9.19143	-10.2146	-10.0951
16.8128	-9.291	-12.4962
12.7147	20.7904	-10.0873
5.91459	5.01831	9.43814
13.6512	-5.7183	6.29571
-3.19418	2.55465	9.14087
17.5441	-12.3544	14.5178
4.50699	15.0881	5.44301
-5.77198	-1.75737	-1.21398
-9.49757	-13.4954	-15.8198
13.7427	-6.40744	23.9444
-13.209	-20.9123	-9.03744
21.4164	27.0234	2.76315
-15.086	-15.7184	8.40714
7.3786	-6.45388	-8.27608
-11.4237	15.1932	-8.00349
10.77	10.3659	-3.93368
-7.45989	-20.2486	-10.2171
12.1349	-8.18024	-10.0681
9.17302	11.98	-18.6971
-16.1991	-12.9497	5.05187
-10.9258	-2.32009	5.90109
-13.7455	-18.2171	-9.33968
10.4026	-22.4294	6.71428
-11.1152	16.8083	1.94346
-18.4815	-5.09745	6.81994
-14.5425	-12.9268	20.0131
1.91932	6.93037	-18.6454
4.20899	4.68634	8.49532
-17.0345	15.9128	-6.78118
-11.5754	-18.6128	9.68377
-7.65677	11.2196	13.5652
9.22825	6.94483	-7.80938
-7.81539	-12.1456	-19.6504
-13.3494	-6.50727	22.606
10.0146	7.23791	10.9165
18.9109	-3.96649	-4.67767
-10.4312	-14.3084	10.186
-13.2243	4.22677	-14.8092
10.9662	-15.7393	0.700824
-14.6452	-8.11404	8.71794
16.0013	5.70531	-6.38207
-12.8363	9.69223	3.40867
-24.8992	-0.0809066	-10.6153
21.8194	-11.2789	15.5186
4.87063	7.78478	-9.33506
-16.8662	-6.37033	17.6619
-19.6125	5.99746	-14.8626
2.72091	-15.4491	12.469
-18.5244	-8.2106	-6.47011
7.11935	8.18349	-7.94799
-15.5759	-18.9585	31.6938
-22.0161	4.95593	4.15887
15.6348	17.9095	8.93061
-27.0362	-20.0334	10.4591
-7.33539	6.88509	-11.0562
20.3521	10.7072	15.3172
7.30122	13.3094	10.7459
15.1165	-10.574	-11.2215
8.32653	16.4194	-11.658
-2.95809	-8.7916	-4.59329
-17.0714	12.4374	15.9384
-1.35262	10.3741	-0.414275
19.2131	7.80866	18.8173
11.2615	-4.46073	21.443
-4.75836	13.3161	-16.6802
-7.06242	11.1341	15.3164
8.33571	8.12478	10.5055
10.8033	-10.2737	-9.68062
-5.56281	4.5596	7.85289
-7.83114	-10.7567	11.7766
16.3098	6.08034	-10.879
3.6148	-16.3637	-17.6304
8.68674	-8.74932	8.45674
-13.6421	-11.8461	19.4802
-7.51865	8.00598	7.91898
7.37953	4.98533	-18.7732
-10.0309	3.82882	2.93429
-9.4494	-8.29565	-23.8389
7.73587	-3.01372	12.8671
-10.134	13.0052	16.0613
-19.6669	-5.8569	-6.1629
6.54918	-18.6332	-14.6204
20.0653	19.6368	7.60884
-6.19934	-11.0694	10.5593
-12.6464	13.1433	10.2834
-11.1708	16.6475	12.7154
-7.56223	12.8504	-6.61307
-3.09164	-5.77116	6.32157
13.6882	-4.12188	17.5224
-21.7263	5.31644	9.36617
8.61289	1.70405	-21.8854
-5.15441	7.3761	12.7326
-19.8186	9.62806	14.7077
13.8813	2.6961	8.96158
-8.72403	17.9502	-11.8377
12.2398	9.75559	5.21382
10.1338	11.6134	-8.87
-10.6956	8.09267	-13.4105
28.7559	-8.60458	-20.5249
8.41101	-5.97075	9.87636
-7.41362	-11.8082	-13.6681
5.8805	8.89836	-14.071
2.28733	7.72323	15.9873
-13.2371	17.3311	-8.01078
2.41149	8.00689	-25.3865
-14.0335	-22.9205	7.63553
17.9017	4.22506	-5.91165
-9.71729	-8.39037	-6.1109
26.0311	17.5111	6.58835
8.50004	-16.9486	-22.2461
16.7355	-9.87874	-14.361
13.3162	-13.9244	7.30625
5.59265	4.94488	-11.3138
-9.50353	-7.14786	3.18257
-18.3771	7.73334	11.3111
