-10.3367	-2.93597	4.93595
-1.67554	-2.83385	3.20287
-3.97266	1.50241	-2.09062
-2.00102	-5.23891	1.29928
-2.1806	-3.17691	4.15821
8.55838	6.45697	3.80539
5.84463	-5.31286	0.147564
-3.46207	6.09814	-9.73473
-8.65462	4.1729	2.94991
-2.84812	-2.75418	2.58928
-5.2582	-2.46212	-3.92937
4.36781	-6.74809	-3.16763
-1.81189	2.06288	-3.58768
-4.25843	-1.33233	-2.59395
1.06856	-0.981435	-3.49367
5.895	3.73321	4.6132
1.77231	5.24722	-2.32431
-1.47819	-0.079778	-0.21918
3.06186	-3.79166	-4.98038
4.69291	-1.55026	7.59416
4.23552	-6.1371	2.25482
-6.71401	9.02151	0.896048
4.82907	4.79702	-3.26165
-2.27485	-1.56494	-2.59486
-3.26543	-4.97808	1.92785
3.75285	-3.45156	0.640865
2.41749	6.22958	2.62787
4.18446	2.41323	-3.16154
3.24784	4.26435	5.30948
-4.77554	3.92149	1.6198
3.51352	-0.257724	1.88835
4.40517	-5.28479	-2.9312
-3.23112	6.91922	2.14551
-3.16785	5.79121	-1.21765
5.90284	-1.136	-2.75973
-4.25166	3.91421	6.35098
-0.548474	2.66753	-5.87392
-1.27253	1.9579	-3.28953
5.44525	5.50802	1.54132
-3.31338	-5.40993	-3.66535
2.47975	-3.72155	-4.89276
-2.85976	2.6721	-2.44728
-2.12437	-3.36482	-6.19173
-3.87438	1.88419	7.17092
3.51396	-2.46241	3.47436
6.32723	1.08073	0.876134
-2.95155	4.35114	3.24338
-3.83483	1.81257	4.08001
-3.40935	4.80363	0.243884
4.68968	2.3923	-3.35993
-5.0016	-1.97776	-1.99592
4.11767	-3.23854	-1.68099
-7.52674	0.450368	-3.3346
-6.84145	-3.09075	4.92968
-1.48176	2.93772	2.34893
-4.98648	1.84089	-6.18824
6.26048	2.37252	-4.67771
1.2075	4.71185	-4.5461
5.9164	-2.12047	1.44296
2.59841	-2.76143	1.9103
4.984	-5.51926	-10.6255
-6.61503	-1.74079	1.33741
5.29122	6.13943	2.84637
-8.20253	-5.85917	3.32973
-1.97258	-2.35084	2.89321
-6.37743	3.86185	4.86598
2.65592	4.68475	-4.00123
-4.7218	-2.86785	2.94549
2.98015	-5.36585	3.0835
-0.588353	2.60656	-1.43026
5.45691	4.40901	-5.64325
0.486205	-3.45417	-0.472069
-6.01725	-2.6429	-6.55362
-3.50273	1.23702	-7.38395
-1.15765	-4.38451	4.67166
2.2918	-3.6945	4.86574
2.98306	3.04523	3.34439
-3.35784	3.07526	-3.03902
1.81758	-1.61546	2.50556
2.53489	3.22799	3.74636
5.50468	-2.09636	-3.41798
-1.08463	5.00107	-5.55294
-2.68852	-2.29083	2.69652
-3.96694	-3.27011	-6.76325
-2.03053	-2.7053	2.52647
2.68069	2.05245	-5.91434
-2.82499	1.68673	0.950169
3.04663	2.44973	-7.51627
2.79337	0.779436	-4.67201
-2.85758	-4.2862	-5.68212
6.2777	-1.37616	-1.92661
-2.01256	-5.41639	4.02029
6.69227	-6.38327	2.42839
2.01887	3.32688	3.36141
4.05762	4.63222	-3.85499
3.591	-5.43797	4.04322
2.44985	4.5396	1.48816
1.03613	-1.34905	-2.60213
-4.27013	-0.8275	-6.14414
6.92893	-1.85479	2.98411
-2.66517	1.01482	6.3177
1.68844	-2.50611	4.04866
6.32565	3.52061	4.67324
-4.33118	1.32853	2.85617
2.81725	6.15229	3.14034
4.21765	-3.25857	1.67102
-3.14611	-3.84607	2.20187
3.44073	-2.73271	3.63771
-9.03493	-2.24506	5.88748
3.00687	-1.41216	-3.72625
2.40286	-3.25813	3.71915
-1.80111	3.28986	3.84655
-0.664848	2.91825	5.07791
-3.83885	-5.65414	-2.51097
1.10965	3.00795	7.42485
-4.09069	7.0745	-3.01764
6.0081	-1.50967	-1.84716
3.13135	-2.17732	-1.91017
8.57882	-5.71108	-2.68649
-2.62948	-4.88366	6.43175
-5.23376	-2.64798	-4.51909
-4.15248	4.22969	2.3327
-1.71008	2.03966	2.97466
3.06375	2.08677	-1.60949
-5.46427	-2.61908	-4.17996
